
$ uv run fdm train --arch adsb --config results/bs_32_seed0/config.yaml --model-name bs_32_seed0 --epochs 50 --batch-size 32 --lr 0.001 --method rk4 --seq-len 60 --train-limit 5000 --activation silu --seed 0 --device cuda --use-mode-weights --mode-weight-alpha 0.5
2026-05-12 16:19:17 [info     ] train_start                    arch=adsb device=cuda typecodes=['A320']
2026-05-13 00:04:11 [debug    ] model_saved                    epoch=40
2026-05-13 00:04:11 [info     ] epoch_complete                 epoch=40 is_best=True lr=0.00022999999999992737 total_epochs=50 train_loss=0.035025 val_loss=0.031659
2026-05-13 00:04:11 [debug    ] epoch_start                    epoch=41 total_epochs=50
2026-05-13 00:15:39 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 00:15:39 [debug    ] model_saved                    epoch=41
2026-05-13 00:15:39 [info     ] epoch_complete                 epoch=41 is_best=True lr=0.00020799999999993445 total_epochs=50 train_loss=0.034371 val_loss=0.031366
2026-05-13 00:15:39 [debug    ] epoch_start                    epoch=42 total_epochs=50
2026-05-13 00:27:04 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 00:27:04 [debug    ] model_saved                    epoch=42
2026-05-13 00:27:04 [info     ] epoch_complete                 epoch=42 is_best=True lr=0.00018599999999994207 total_epochs=50 train_loss=0.034218 val_loss=0.031281
2026-05-13 00:27:04 [debug    ] epoch_start                    epoch=43 total_epochs=50
2026-05-13 00:43:22 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 00:43:22 [debug    ] model_saved                    epoch=43
2026-05-13 00:43:22 [info     ] epoch_complete                 epoch=43 is_best=True lr=0.00016399999999995 total_epochs=50 train_loss=0.03411 val_loss=0.031203
2026-05-13 00:43:22 [debug    ] epoch_start                    epoch=44 total_epochs=50
2026-05-13 01:00:59 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 01:00:59 [debug    ] model_saved                    epoch=44
2026-05-13 01:00:59 [info     ] epoch_complete                 epoch=44 is_best=True lr=0.00014199999999995773 total_epochs=50 train_loss=0.033976 val_loss=0.031029
2026-05-13 01:00:59 [debug    ] epoch_start                    epoch=45 total_epochs=50
2026-05-13 01:12:19 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 01:12:19 [debug    ] model_saved                    epoch=45
2026-05-13 01:12:19 [info     ] epoch_complete                 epoch=45 is_best=True lr=0.00011999999999996525 total_epochs=50 train_loss=0.033848 val_loss=0.031014
2026-05-13 01:12:19 [debug    ] epoch_start                    epoch=46 total_epochs=50
2026-05-13 01:23:40 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 01:23:40 [debug    ] model_saved                    epoch=46
2026-05-13 01:23:40 [info     ] epoch_complete                 epoch=46 is_best=True lr=9.799999999997127e-05 total_epochs=50 train_loss=0.033928 val_loss=0.030961
2026-05-13 01:23:40 [debug    ] epoch_start                    epoch=47 total_epochs=50
2026-05-13 01:35:01 [info     ] epoch_complete                 epoch=47 is_best=False lr=7.599999999997659e-05 total_epochs=50 train_loss=0.033715 val_loss=0.031078
2026-05-13 01:35:01 [debug    ] epoch_start                    epoch=48 total_epochs=50
2026-05-13 01:46:19 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 01:46:19 [debug    ] model_saved                    epoch=48
2026-05-13 01:46:19 [info     ] epoch_complete                 epoch=48 is_best=True lr=5.3999999999982325e-05 total_epochs=50 train_loss=0.033645 val_loss=0.030872
2026-05-13 01:46:19 [debug    ] epoch_start                    epoch=49 total_epochs=50
2026-05-13 01:57:37 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 01:57:37 [debug    ] model_saved                    epoch=49
2026-05-13 01:57:37 [info     ] epoch_complete                 epoch=49 is_best=True lr=3.199999999998954e-05 total_epochs=50 train_loss=0.033554 val_loss=0.030834
2026-05-13 01:57:37 [debug    ] epoch_start                    epoch=50 total_epochs=50
2026-05-13 02:09:03 [debug    ] meta_saved                     path=data/models/bs_32_seed0/meta.json
2026-05-13 02:09:03 [debug    ] model_saved                    epoch=50
2026-05-13 02:09:03 [info     ] epoch_complete                 epoch=50 is_best=True lr=9.999999999996658e-06 total_epochs=50 train_loss=0.033452 val_loss=0.03076
2026-05-13 02:09:03 [info     ] training_log_saved             path=data/models/bs_32_seed0/training_losses.csv
2026-05-13 02:09:03 [info     ] training_complete              best_val_loss=0.03076
2026-05-13 02:09:03 [info     ] train_typecode_done            typecode=A320
2026-05-13 02:09:03 [info     ] train_done                     typecodes=['A320']

$ uv run fdm train --arch adsb --config results/bs_32_seed0/config.yaml --model-name bs_32_seed0 --epochs 50 --batch-size 32 --lr 0.001 --method rk4 --seq-len 60 --train-limit 5000 --activation silu --seed 0 --device cuda --use-mode-weights --mode-weight-alpha 0.5
